STEVAL-MKI243A (ASM330LHHXG1)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-50.752 	 -199.47 	 999.424 	-2 	 -11 	 78 	0.735 	 -1.05875 	 -0.58625 	29.2 	
-49.654 	 -198.189 	 1000.52 	-2 	 -11 	 79 	0.8225 	 -1.12875 	 -0.77875 	29.2 	
-47.031 	 -196.481 	 1000.46 	-2 	 -11 	 79 	0.91 	 -1.23375 	 -0.74375 	29.2 	
-46.726 	 -196.176 	 999.424 	-2 	 -11 	 79 	0.72625 	 -1.085 	 -0.63875 	29.2 	
-46.848 	 -195.139 	 1002.05 	-2 	 -11 	 79 	0.665 	 -1.16375 	 -0.665 	29.2 	
-46.848 	 -194.773 	 998.997 	-2 	 -11 	 79 	0.7525 	 -1.09375 	 -0.6125 	29.2 	
-45.14 	 -191.845 	 1002.35 	-2 	 -10 	 79 	0.58625 	 -1.05 	 -0.5775 	29.2 	
-44.957 	 -192.76 	 1003.63 	-2 	 -10 	 79 	0.74375 	 -1.085 	 -0.63875 	29.2 	
-44.652 	 -190.869 	 1004.67 	-2 	 -10 	 79 	0.7 	 -1.05 	 -0.56875 	29.2 	
-44.164 	 -190.503 	 1001.25 	-2 	 -10 	 79 	0.7875 	 -1.05875 	 -0.7 	29.2 	
-42.273 	 -191.296 	 1002.9 	-2 	 -10 	 79 	0.7175 	 -1.04125 	 -0.5775 	29.2 	
-45.811 	 -190.747 	 1003.75 	-2 	 -10 	 79 	0.6125 	 -1.1025 	 -0.595 	29.2 	
-43.798 	 -188.246 	 1004 	-2 	 -10 	 79 	0.665 	 -1.14625 	 -0.58625 	29.2 	
-43.493 	 -189.466 	 1005.28 	-2 	 -10 	 79 	0.58625 	 -1.16375 	 -0.49875 	29.2 	
-43.676 	 -189.344 	 1005.1 	-2 	 -10 	 79 	0.5775 	 -1.1025 	 -0.56 	29.3 	
-41.724 	 -189.893 	 1004.85 	-2 	 -10 	 79 	0.60375 	 -1.2075 	 -0.51625 	29.3 	
-42.883 	 -188.429 	 1005.34 	-2 	 -10 	 79 	0.6475 	 -1.05 	 -0.4725 	29.3 	
-42.395 	 -189.161 	 1005.04 	-2 	 -10 	 79 	0.735 	 -1.05 	 -0.56 	29.3 	
-43.92 	 -188.917 	 1003.63 	-2 	 -10 	 79 	0.595 	 -1.1025 	 -0.5075 	29.3 	
-43.981 	 -187.27 	 1003.39 	-2 	 -10 	 79 	0.735 	 -1.14625 	 -0.55125 	29.3 	
-43.981 	 -187.575 	 1000.4 	-2 	 -10 	 79 	0.76125 	 -1.18125 	 -0.6475 	29.3 	
-43.737 	 -187.453 	 1002.9 	-2 	 -10 	 79 	0.805 	 -1.2075 	 -0.595 	29.3 	
-44.164 	 -189.954 	 1005.46 	-2 	 -10 	 79 	0.6475 	 -1.19 	 -0.39375 	29.2 	
-43.127 	 -190.503 	 1003.08 	-2 	 -10 	 79 	0.79625 	 -1.14625 	 -0.41125 	29.2 	
-43.249 	 -188.734 	 1002.9 	-2 	 -10 	 79 	0.945 	 -1.04125 	 -0.56875 	29.2 	
-42.09 	 -190.015 	 1003.02 	-2 	 -10 	 79 	0.72625 	 -1.09375 	 -0.51625 	29.2 	
-40.26 	 -189.527 	 1000.77 	-2 	 -10 	 79 	0.77 	 -1.18125 	 -0.4725 	29.2 	
-39.284 	 -188.002 	 998.204 	-2 	 -10 	 79 	0.735 	 -1.1025 	 -0.67375 	29.2 	
-40.809 	 -195.078 	 1004.06 	-2 	 -10 	 79 	0.5425 	 -1.02375 	 -0.56 	29.2 	
-42.7 	 -193.797 	 1011.62 	-2 	 -10 	 79 	0.63875 	 -1.04125 	 -0.5425 	29.2 	
-39.772 	 -192.394 	 1010.65 	-2 	 -10 	 79 	0.91 	 -1.085 	 -0.63 	29.2 	
-39.223 	 -194.163 	 998.997 	-2 	 -10 	 79 	0.8925 	 -1.25125 	 -0.58625 	29.2 	
-41.785 	 -183.915 	 991.738 	-2 	 -10 	 79 	0.98 	 -1.04125 	 -0.53375 	29.2 	
-42.822 	 -189.71 	 992.104 	-2 	 -10 	 79 	0.56875 	 -1.04125 	 -0.5775 	29.2 	
-42.395 	 -199.348 	 995.52 	-2 	 -11 	 78 	0.5775 	 -1.155 	 -0.53375 	29.2 	
-40.931 	 -189.832 	 1001.68 	-2 	 -10 	 79 	0.79625 	 -1.11125 	 -0.48125 	29.2 	
-41.968 	 -190.32 	 1009.49 	-2 	 -10 	 79 	0.455 	 -1.02375 	 -0.51625 	29.2 	
-46.36 	 -207.156 	 1008.02 	-2 	 -11 	 78 	0.55125 	 -1.2425 	 -0.525 	29.2 	
-60.268 	 -203.923 	 1002.41 	-3 	 -11 	 78 	0.805 	 -1.14625 	 -0.51625 	29.2 	
-64.599 	 -196.664 	 1000.89 	-3 	 -11 	 79 	0.91875 	 -0.86625 	 -0.5425 	29.2 	
-50.264 	 -203.313 	 1002.9 	-2 	 -11 	 78 	0.70875 	 -0.9275 	 -0.55125 	29.2 	
-56.974 	 -206.058 	 987.468 	-3 	 -11 	 78 	1.07625 	 -1.05 	 -0.595 	29.2 	
-55.693 	 -178.974 	 983.808 	-3 	 -10 	 79 	1.16375 	 -1.26 	 -0.665 	29.2 	
-56.73 	 -195.444 	 983.625 	-3 	 -11 	 78 	0.105 	 -1.93375 	 -0.665 	29.2 	
-30.134 	 -203.496 	 1000.34 	-1 	 -11 	 78 	0.245 	 -2.16125 	 -0.58625 	29.2 	
-29.829 	 -201.3 	 1032.24 	-1 	 -11 	 79 	0.175 	 -0.81375 	 -0.41125 	29.2 	
-67.954 	 -223.077 	 1062.44 	-3 	 -11 	 78 	0.595 	 0.7875 	 -0.21875 	29.2 	
-80.215 	 -204.289 	 1060.97 	-4 	 -10 	 79 	1.89875 	 -0.20125 	 -0.49875 	29.2 	
-50.081 	 -174.582 	 981.124 	-2 	 -10 	 80 	1.855 	 -2.5725 	 -0.83125 	29.2 	
-18.544 	 -155.123 	 896.212 	-1 	 -9 	 80 	1.575 	 -2.84375 	 -0.70875 	29.2 	
-27.328 	 -141.52 	 904.813 	-1 	 -8 	 81 	0.4375 	 -0.7875 	 -0.49 	29.2 	
-39.528 	 -197.64 	 993.446 	-2 	 -11 	 78 	-1.51375 	 0.13125 	 -0.49875 	29.2 	
-72.102 	 -225.822 	 1050.66 	-3 	 -12 	 78 	0.56875 	 -1.02375 	 -0.41125 	29.2 	
-45.079 	 -147.803 	 1080.37 	-2 	 -7 	 82 	0.8575 	 -1.9425 	 -0.72625 	29.2 	
-33.489 	 -223.382 	 1061.77 	-1 	 -11 	 78 	-0.945 	 -1.9775 	 -0.56875 	29.2 	
-29.036 	 -236.985 	 1022.6 	-1 	 -13 	 77 	1.9075 	 -0.5775 	 -0.35 	29.2 	
-42.334 	 -135.359 	 994.91 	-2 	 -7 	 82 	3.24625 	 0.04375 	 -0.28875 	29.2 	
-47.458 	 -145.058 	 971.242 	-2 	 -8 	 81 	0.385 	 -0.8925 	 -0.41125 	29.2 	
-33.123 	 -226.371 	 952.454 	-1 	 -13 	 76 	-0.21 	 -1.96 	 -0.455 	29.2 	
-35.258 	 -162.199 	 960.079 	-2 	 -9 	 80 	1.9425 	 -1.93375 	 -0.60375 	29.2 	
-33.428 	 -132.614 	 1016.56 	-1 	 -7 	 82 	-0.42875 	 -1.58375 	 -0.6475 	29.2 	
-30.256 	 -248.941 	 1049.2 	-1 	 -13 	 77 	-1.5575 	 -1.40875 	 -0.53375 	29.2 	
-34.953 	 -217.099 	 1038.59 	-1 	 -11 	 78 	2.23125 	 -0.6825 	 -0.41125 	29.3 	
-38.674 	 -125.66 	 1026.57 	-2 	 -6 	 83 	1.96 	 -0.2975 	 -0.39375 	29.3 	
-35.197 	 -203.008 	 993.263 	-1 	 -11 	 78 	-0.70875 	 -0.8225 	 -0.315 	29.3 	
-42.517 	 -211.731 	 959.469 	-2 	 -12 	 77 	1.53125 	 -1.51375 	 -0.42 	29.3 	
-27.145 	 -120.597 	 959.774 	-1 	 -7 	 82 	1.645 	 -1.925 	 -0.5425 	29.3 	
-29.829 	 -187.27 	 988.627 	-1 	 -10 	 79 	-1.68 	 -1.58375 	 -0.3325 	29.3 	
-38.308 	 -249.734 	 1031.75 	-2 	 -13 	 76 	-0.4725 	 -0.6125 	 -0.2275 	29.3 	
-55.266 	 -182.878 	 1050.72 	-2 	 -9 	 80 	2.0825 	 -0.56 	 -0.2625 	29.3 	
-45.933 	 -175.009 	 1045.6 	-2 	 -9 	 80 	0.4025 	 -1.21625 	 -0.55125 	29.2 	
-42.944 	 -240.645 	 999.302 	-2 	 -13 	 76 	0.385 	 -1.26875 	 -0.39375 	29.2 	
-49.41 	 -186.904 	 973.133 	-2 	 -10 	 79 	2.61625 	 -0.7525 	 -0.25375 	29.2 	
-54.168 	 -147.986 	 973.804 	-3 	 -8 	 81 	0.9275 	 -1.0325 	 -0.4025 	29.2 	
-57.523 	 -220.027 	 979.111 	-3 	 -12 	 77 	-0.76125 	 -1.505 	 -0.525 	29.2 	
-62.647 	 -215.574 	 987.834 	-3 	 -12 	 77 	1.07625 	 -1.435 	 -0.56 	29.2 	
-58.926 	 -166.53 	 1002.84 	-3 	 -9 	 80 	0.8575 	 -1.4175 	 -0.49875 	29.2 	
-55.998 	 -214.842 	 1011.5 	-3 	 -11 	 78 	-0.7875 	 -1.26875 	 -0.5075 	29.2 	
-63.135 	 -233.386 	 1015.1 	-3 	 -12 	 77 	0.86625 	 -0.76125 	 -0.53375 	29.2 	
-64.843 	 -181.17 	 1010.04 	-3 	 -10 	 79 	1.6275 	 -0.93625 	 -0.5775 	29.2 	
-58.255 	 -193.126 	 997.045 	-3 	 -10 	 79 	0.23625 	 -1.1725 	 -0.69125 	29.2 	
-57.34 	 -221.674 	 985.821 	-3 	 -12 	 77 	0.4025 	 -1.23375 	 -0.7 	29.2 	
-60.756 	 -185.44 	 988.932 	-3 	 -10 	 79 	1.435 	 -1.26875 	 -0.58625 	29.2 	
-53.924 	 -185.989 	 999.851 	-3 	 -10 	 79 	0.2975 	 -1.2775 	 -0.63 	29.2 	
-54.717 	 -222.345 	 1009.18 	-3 	 -12 	 77 	0.2625 	 -1.05875 	 -0.5425 	29.2 	
-56.73 	 -195.749 	 1017.66 	-3 	 -10 	 79 	1.3125 	 -0.8575 	 -0.595 	29.2 	
-51.789 	 -182.817 	 1012.72 	-2 	 -10 	 79 	1.015 	 -1.26 	 -0.62125 	29.3 	
-47.214 	 -201.544 	 998.936 	-2 	 -11 	 78 	0.6475 	 -1.3125 	 -0.67375 	29.3 	
-46.055 	 -192.699 	 993.69 	-2 	 -10 	 79 	0.93625 	 -1.05 	 -0.56875 	29.3 	
-43.371 	 -178.242 	 993.629 	-2 	 -10 	 79 	0.875 	 -1.19 	 -0.63 	29.3 	
-41.236 	 -191.357 	 998.265 	-2 	 -10 	 79 	0.48125 	 -1.30375 	 -0.595 	29.3 	
-43.066 	 -196.42 	 1002.78 	-2 	 -11 	 79 	0.805 	 -1.14625 	 -0.56875 	29.3 	
-40.565 	 -181.048 	 1009.43 	-2 	 -10 	 79 	0.8925 	 -1.16375 	 -0.5425 	29.3 	
-37.21 	 -188.917 	 1006.44 	-2 	 -10 	 79 	0.4725 	 -1.37375 	 -0.55125 	29.3 	
-37.698 	 -190.381 	 1002.84 	-2 	 -10 	 79 	0.875 	 -1.11125 	 -0.41125 	29.3 	
-39.528 	 -181.78 	 1007.72 	-2 	 -10 	 79 	0.83125 	 -1.04125 	 -0.49 	29.3 	
-38.491 	 -186.05 	 1004.18 	-2 	 -10 	 79 	0.4725 	 -1.0325 	 -0.46375 	29.3 	
-39.223 	 -188.246 	 1003.33 	-2 	 -10 	 79 	0.5775 	 -1.21625 	 -0.41125 	29.3 	
-37.21 	 -182.512 	 1007.66 	-2 	 -10 	 79 	0.49875 	 -1.2075 	 -0.455 	29.3 	
-38.186 	 -189.405 	 1007.17 	-2 	 -10 	 79 	0.41125 	 -1.225 	 -0.46375 	29.3 	
-40.016 	 -192.882 	 1009.06 	-2 	 -10 	 79 	0.7525 	 -1.09375 	 -0.455 	29.3 	
-41.48 	 -187.087 	 1008.63 	-2 	 -10 	 79 	0.79625 	 -0.98 	 -0.49 	29.3 	
-43.859 	 -186.416 	 1002.35 	-2 	 -10 	 79 	0.81375 	 -1.1375 	 -0.49875 	29.2 	
-41.236 	 -188.368 	 998.326 	-2 	 -10 	 79 	0.86625 	 -1.25125 	 -0.56 	29.2 	
-42.334 	 -183.488 	 995.886 	-2 	 -10 	 79 	0.83125 	 -1.155 	 -0.51625 	29.2 	
-43.188 	 -185.989 	 996.191 	-2 	 -10 	 79 	0.67375 	 -1.11125 	 -0.69125 	29.2 	
-45.506 	 -192.333 	 998.204 	-2 	 -10 	 79 	0.6475 	 -1.14625 	 -0.69125 	29.2 	
-47.763 	 -190.686 	 1005.77 	-2 	 -10 	 79 	0.60375 	 -1.14625 	 -0.76125 	29.2 	
-45.75 	 -193.126 	 1006.44 	-2 	 -10 	 79 	0.4725 	 -1.18125 	 -0.60375 	29.2 	
-46.36 	 -197.152 	 1006.01 	-2 	 -11 	 79 	0.58625 	 -1.0325 	 -0.67375 	29.2 	
-45.75 	 -192.577 	 1003.51 	-2 	 -10 	 79 	0.81375 	 -1.25125 	 -0.7875 	29.2 	
-44.652 	 -193.309 	 1001.31 	-2 	 -10 	 79 	0.49875 	 -1.11125 	 -0.62125 	29.2 	
-45.018 	 -197.945 	 1000.28 	-2 	 -11 	 79 	0.7525 	 -1.085 	 -0.5775 	29.2 	
-46.543 	 -194.834 	 1000.28 	-2 	 -11 	 79 	0.735 	 -1.05875 	 -0.55125 	29.2 	
-45.628 	 -195.2 	 1002.78 	-2 	 -11 	 79 	0.7875 	 -1.19 	 -0.60375 	29.2 	
-46.726 	 -198.372 	 1003.94 	-2 	 -11 	 79 	0.70875 	 -1.1725 	 -0.49 	29.2 	
-46.726 	 -200.202 	 1003.75 	-2 	 -11 	 78 	0.74375 	 -1.05 	 -0.51625 	29.2 	
-49.349 	 -195.566 	 1001.62 	-2 	 -11 	 79 	0.88375 	 -1.00625 	 -0.56875 	29.2 	
-47.702 	 -195.993 	 998.997 	-2 	 -11 	 79 	0.77 	 -1.05875 	 -0.58625 	29.2 	
-49.959 	 -196.603 	 996.923 	-2 	 -11 	 79 	0.7 	 -1.155 	 -0.5425 	29.2 	
-47.641 	 -194.773 	 994.605 	-2 	 -11 	 79 	0.665 	 -1.19875 	 -0.44625 	29.2 	
-50.508 	 -195.749 	 997.716 	-2 	 -11 	 79 	0.7 	 -1.30375 	 -0.56875 	29.2 	
-51.179 	 -197.396 	 999.302 	-2 	 -11 	 79 	0.665 	 -1.14625 	 -0.41125 	29.2 	
-52.277 	 -197.396 	 1004.12 	-2 	 -11 	 79 	0.7875 	 -1.19 	 -0.44625 	29.2 	
-52.216 	 -197.274 	 1007.72 	-2 	 -11 	 79 	0.69125 	 -1.12875 	 -0.34125 	29.2 	
-50.264 	 -196.542 	 1005.4 	-2 	 -11 	 79 	0.72625 	 -1.05 	 -0.455 	29.2 	
-52.277 	 -196.603 	 1004.55 	-2 	 -11 	 79 	0.7175 	 -0.9975 	 -0.44625 	29.2 	
-52.765 	 -193.675 	 1002.66 	-2 	 -10 	 79 	0.8575 	 -1.16375 	 -0.42875 	29.2 	
-51.606 	 -193.126 	 1000.1 	-2 	 -10 	 79 	0.8925 	 -1.21625 	 -0.46375 	29.2 	
-50.813 	 -192.943 	 999.424 	-2 	 -10 	 79 	0.84875 	 -1.23375 	 -0.53375 	29.2 	
-50.996 	 -190.93 	 1001.19 	-2 	 -10 	 79 	0.7875 	 -1.18125 	 -0.53375 	29.2 	
-50.203 	 -191.784 	 998.448 	-2 	 -10 	 79 	0.6825 	 -1.2075 	 -0.62125 	29.2 	
-46.421 	 -188.246 	 1002.66 	-2 	 -10 	 79 	0.805 	 -1.23375 	 -0.49875 	29.2 	
-44.286 	 -190.076 	 1004.24 	-2 	 -10 	 79 	0.735 	 -1.295 	 -0.5775 	29.2 	
-45.018 	 -187.819 	 1003.39 	-2 	 -10 	 79 	0.7 	 -1.12875 	 -0.7 	29.2 	
-41.358 	 -186.66 	 1004.06 	-2 	 -10 	 79 	0.86625 	 -1.19875 	 -0.7525 	29.2 	
-39.528 	 -187.453 	 1003.45 	-2 	 -10 	 79 	0.79625 	 -1.14625 	 -0.7875 	29.2 	
-38.308 	 -185.257 	 1000.46 	-2 	 -10 	 79 	0.72625 	 -1.1725 	 -0.7 	29.2 	
-37.576 	 -182.329 	 1003.82 	-2 	 -10 	 79 	0.665 	 -1.1025 	 -0.70875 	29.2 	
-34.404 	 -184.464 	 1003.45 	-1 	 -10 	 79 	0.69125 	 -1.0325 	 -0.56875 	29.2 	
-35.746 	 -185.928 	 1004.18 	-2 	 -10 	 79 	0.72625 	 -1.05875 	 -0.595 	29.2 	
-35.197 	 -185.013 	 1008.33 	-1 	 -10 	 79 	0.69125 	 -0.9975 	 -0.62125 	29.2 	
-33.489 	 -185.501 	 1007.48 	-1 	 -10 	 79 	0.7525 	 -1.05 	 -0.7 	29.2 	
-36.966 	 -186.66 	 1007.9 	-2 	 -10 	 79 	0.77 	 -0.98 	 -0.55125 	29.2 	
-35.258 	 -187.453 	 1003.45 	-1 	 -10 	 79 	0.63875 	 -1.21625 	 -0.58625 	29.2 	
-35.746 	 -187.697 	 1001.44 	-2 	 -10 	 79 	0.67375 	 -1.085 	 -0.55125 	29.2 	
-36.051 	 -187.88 	 1003.51 	-2 	 -10 	 79 	0.7525 	 -1.00625 	 -0.56 	29.2 	
-38.552 	 -188.917 	 1001.38 	-2 	 -10 	 79 	0.69125 	 -1.2075 	 -0.5425 	29.2 	
-41.114 	 -190.381 	 1001.74 	-2 	 -10 	 79 	0.62125 	 -1.21625 	 -0.42875 	29.2 	
-42.822 	 -191.296 	 1001.38 	-2 	 -10 	 79 	0.735 	 -1.11125 	 -0.5075 	29.2 	
-46.421 	 -194.956 	 1004.98 	-2 	 -10 	 79 	0.72625 	 -1.12875 	 -0.49 	29.2 	
-47.702 	 -195.81 	 1002.35 	-2 	 -11 	 79 	0.69125 	 -1.14625 	 -0.55125 	29.2 	
-48.861 	 -197.701 	 1001.25 	-2 	 -11 	 79 	0.63 	 -1.04125 	 -0.41125 	29.2 	
-51.545 	 -198.86 	 1001.19 	-2 	 -11 	 78 	0.58625 	 -1.21625 	 -0.53375 	29.2 	
-52.033 	 -199.287 	 999.729 	-2 	 -11 	 78 	0.4725 	 -1.1725 	 -0.48125 	29.2 	
-53.192 	 -199.165 	 1000.22 	-2 	 -11 	 78 	0.6825 	 -0.98875 	 -0.49 	29.2 	
-53.619 	 -203.191 	 1001.74 	-3 	 -11 	 78 	0.55125 	 -1.11125 	 -0.5075 	29.2 	
-54.9 	 -201.422 	 999.607 	-3 	 -11 	 78 	0.77 	 -1.1725 	 -0.55125 	29.2 	
-55.632 	 -201.483 	 999.912 	-3 	 -11 	 78 	0.77875 	 -1.26 	 -0.56 	29.2 	
-56.059 	 -200.995 	 1001.25 	-3 	 -11 	 78 	0.67375 	 -1.21625 	 -0.55125 	29.2 	
-56.791 	 -200.568 	 999.912 	-3 	 -11 	 78 	0.7875 	 -1.12 	 -0.58625 	29.2 	
-54.107 	 -198.311 	 1001.62 	-3 	 -11 	 79 	0.69125 	 -1.11125 	 -0.55125 	29.2 	
-53.985 	 -197.945 	 1001.92 	-3 	 -11 	 79 	0.595 	 -1.0675 	 -0.56 	29.2 	
-52.46 	 -196.42 	 998.204 	-2 	 -11 	 79 	0.7525 	 -1.085 	 -0.56875 	29.2 	
-48.861 	 -194.468 	 1000.4 	-2 	 -10 	 79 	0.81375 	 -1.23375 	 -0.63 	29.2 	
-48.922 	 -194.712 	 1001.68 	-2 	 -10 	 79 	0.63 	 -1.05 	 -0.62125 	29.2 	
-47.397 	 -193.248 	 1002.41 	-2 	 -10 	 79 	0.805 	 -1.05875 	 -0.63 	29.2 	
-43.981 	 -191.235 	 1001.13 	-2 	 -10 	 79 	0.6475 	 -1.18125 	 -0.6475 	29.2 	
-41.114 	 -190.808 	 1003.21 	-2 	 -10 	 79 	0.7525 	 -1.14625 	 -0.56 	29.2 	
-40.931 	 -189.649 	 1004.55 	-2 	 -10 	 79 	0.7525 	 -1.11125 	 -0.51625 	29.2 	
-38.552 	 -189.1 	 1006.07 	-2 	 -10 	 79 	0.6825 	 -1.1725 	 -0.58625 	29.2 	
-36.905 	 -186.172 	 1004.91 	-2 	 -10 	 79 	0.7175 	 -1.16375 	 -0.48125 	29.2 	
-38.369 	 -185.989 	 1004 	-2 	 -10 	 79 	0.7875 	 -1.23375 	 -0.56 	29.2 	
-36.295 	 -184.952 	 1003.82 	-2 	 -10 	 79 	0.7 	 -1.21625 	 -0.5075 	29.2 	
-36.356 	 -183.488 	 1004.67 	-2 	 -10 	 79 	0.665 	 -1.18125 	 -0.56 	29.2 	
-35.99 	 -184.464 	 1003.02 	-2 	 -10 	 79 	0.76125 	 -1.14625 	 -0.525 	29.2 	
-37.454 	 -184.708 	 1004.91 	-2 	 -10 	 79 	0.84 	 -1.015 	 -0.44625 	29.2 	
-38.247 	 -185.562 	 1005.52 	-2 	 -10 	 79 	0.81375 	 -1.07625 	 -0.42 	29.2 	
-38.186 	 -185.257 	 1004.37 	-2 	 -10 	 79 	0.77 	 -1.18125 	 -0.48125 	29.2 	
-39.894 	 -186.294 	 1004.67 	-2 	 -10 	 79 	0.70875 	 -1.26875 	 -0.385 	29.2 	
-41.114 	 -187.087 	 1003.21 	-2 	 -10 	 79 	0.86625 	 -1.23375 	 -0.49875 	29.2 	
-41.114 	 -188.49 	 1003.08 	-2 	 -10 	 79 	0.7875 	 -1.0325 	 -0.4725 	29.2 	
-43.981 	 -188.795 	 1003.33 	-2 	 -10 	 79 	0.77 	 -1.19875 	 -0.51625 	29.2 	
-44.042 	 -188.734 	 1002.29 	-2 	 -10 	 79 	0.60375 	 -1.19875 	 -0.46375 	29.2 	
-45.75 	 -191.418 	 1003.88 	-2 	 -10 	 79 	0.665 	 -1.07625 	 -0.60375 	29.2 	
-48.312 	 -194.651 	 1002.11 	-2 	 -10 	 79 	0.7525 	 -1.085 	 -0.5425 	29.2 	
-47.153 	 -190.076 	 1004.91 	-2 	 -10 	 79 	0.56875 	 -1.19875 	 -0.51625 	29.2 	
-49.105 	 -195.749 	 1003.69 	-2 	 -11 	 79 	0.65625 	 -1.225 	 -0.56875 	29.2 	
-49.41 	 -194.895 	 1001.86 	-2 	 -10 	 79 	0.81375 	 -1.1375 	 -0.67375 	29.2 	
-50.508 	 -195.078 	 1001.5 	-2 	 -11 	 79 	0.805 	 -1.18125 	 -0.5425 	29.2 	
-49.654 	 -196.176 	 1000.34 	-2 	 -11 	 79 	0.72625 	 -1.23375 	 -0.56875 	29.2 	
-51.484 	 -198.128 	 1000.22 	-2 	 -11 	 79 	0.7175 	 -1.14625 	 -0.63875 	29.2 	
-49.105 	 -196.664 	 1001.74 	-2 	 -11 	 79 	0.735 	 -1.12 	 -0.67375 	29.2 	
-49.349 	 -196.786 	 1002.84 	-2 	 -11 	 79 	0.84 	 -1.09375 	 -0.62125 	29.2 	
-49.532 	 -196.359 	 1001.56 	-2 	 -11 	 79 	0.665 	 -1.11125 	 -0.56875 	29.2 	
-48.312 	 -198.738 	 1001.19 	-2 	 -11 	 78 	0.56875 	 -1.19875 	 -0.665 	29.2 	
-48.312 	 -196.664 	 1001.74 	-2 	 -11 	 79 	0.69125 	 -1.1725 	 -0.665 	29.2 	
-48.8 	 -196.908 	 1000.7 	-2 	 -11 	 79 	0.7525 	 -1.11125 	 -0.62125 	29.2 	
-48.19 	 -195.627 	 1002.41 	-2 	 -11 	 79 	0.74375 	 -1.1375 	 -0.5425 	29.2 	
-47.946 	 -193.492 	 1000.1 	-2 	 -10 	 79 	0.875 	 -1.225 	 -0.56875 	29.2 	
-48.129 	 -194.651 	 999.912 	-2 	 -11 	 79 	0.72625 	 -1.14625 	 -0.65625 	29.2 	
-47.214 	 -196.115 	 1003.63 	-2 	 -11 	 79 	0.5775 	 -1.14625 	 -0.63875 	29.2 	
-45.872 	 -192.821 	 1002.9 	-2 	 -10 	 79 	0.67375 	 -1.1375 	 -0.48125 	29.2 	
-46.299 	 -192.516 	 1002.11 	-2 	 -10 	 79 	0.70875 	 -1.21625 	 -0.39375 	29.2 	
-49.227 	 -192.699 	 1001.99 	-2 	 -10 	 79 	0.72625 	 -1.18125 	 -0.4025 	29.2 	
-45.689 	 -192.455 	 1003.82 	-2 	 -10 	 79 	0.86625 	 -1.085 	 -0.46375 	29.2 	
-44.652 	 -192.699 	 1002.72 	-2 	 -10 	 79 	0.7175 	 -1.16375 	 -0.4725 	29.2 	
-47.519 	 -192.699 	 1002.41 	-2 	 -10 	 79 	0.69125 	 -1.14625 	 -0.51625 	29.2 	
-47.824 	 -191.479 	 1001.31 	-2 	 -10 	 79 	0.6125 	 -1.07625 	 -0.55125 	29.2 	
-45.445 	 -190.137 	 1003.39 	-2 	 -10 	 79 	0.67375 	 -1.1375 	 -0.4375 	29.2 	
-45.689 	 -190.93 	 1002.05 	-2 	 -10 	 79 	0.83125 	 -1.1025 	 -0.4725 	29.2 	
-46.238 	 -190.381 	 1001.5 	-2 	 -10 	 79 	0.7525 	 -1.14625 	 -0.53375 	29.2 	
-47.702 	 -189.466 	 1001.68 	-2 	 -10 	 79 	0.70875 	 -1.1025 	 -0.55125 	29.2 	
-45.811 	 -188.734 	 1001.62 	-2 	 -10 	 79 	0.77875 	 -1.14625 	 -0.56 	29.2 	
-45.811 	 -188.307 	 1003.57 	-2 	 -10 	 79 	0.62125 	 -1.26 	 -0.49 	29.2 	
-45.445 	 -189.832 	 1005.65 	-2 	 -10 	 79 	0.6825 	 -1.1725 	 -0.55125 	29.2 	
-46.97 	 -188.673 	 1005.95 	-2 	 -10 	 79 	0.735 	 -1.33 	 -0.49875 	29.2 	
-43.981 	 -187.697 	 1004.98 	-2 	 -10 	 79 	0.91875 	 -1.16375 	 -0.48125 	29.2 	
-43.798 	 -188.856 	 1004.18 	-2 	 -10 	 79 	0.93625 	 -1.155 	 -0.60375 	29.2 	
-43.554 	 -188.185 	 1002.96 	-2 	 -10 	 79 	0.60375 	 -1.12875 	 -0.65625 	29.2 	
-42.395 	 -191.235 	 1001.31 	-2 	 -10 	 79 	0.79625 	 -1.18125 	 -0.56875 	29.2 	
-41.48 	 -188.368 	 1002.11 	-2 	 -10 	 79 	0.67375 	 -1.18125 	 -0.6125 	29.2 	
-42.639 	 -189.344 	 1003.14 	-2 	 -10 	 79 	0.70875 	 -1.19 	 -0.56875 	29.2 	
-42.09 	 -188.978 	 1003.33 	-2 	 -10 	 79 	0.6125 	 -1.16375 	 -0.67375 	29.2 	
-41.724 	 -189.344 	 1005.16 	-2 	 -10 	 79 	0.70875 	 -1.05875 	 -0.595 	29.2 	
-43.188 	 -190.076 	 1002.9 	-2 	 -10 	 79 	0.86625 	 -1.12 	 -0.5775 	29.2 	
-42.273 	 -189.283 	 1001.99 	-2 	 -10 	 79 	0.62125 	 -1.12 	 -0.5425 	29.2 	
-43.127 	 -189.344 	 1000.16 	-2 	 -10 	 79 	0.69125 	 -1.05875 	 -0.5775 	29.2 	
-44.042 	 -190.686 	 1003.08 	-2 	 -10 	 79 	0.7 	 -1.0325 	 -0.595 	29.2 	
-45.628 	 -191.601 	 1002.23 	-2 	 -10 	 79 	0.72625 	 -1.14625 	 -0.55125 	29.2 	
